pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
KC,2024-09-23,78.8,-1.7,5.23,"Nola, Aaron",643565,605400,,called_strike,,,,,4,Mike Tauchman flies out sharply to center fielder Johan Rojas.,R,L,R,PHI,CHC,S,,,0,0,2024,1.23,-0.85,-0.57,2.64,,,,2,3,Top,,,,,,,0.17371506213332,-114.66907496973243,2.7949098128159156,10.79490414563941,21.035562072688112,-40.39187611611344,3.62,1.69,,,,79.2,2461,6.5,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.98,,,,,,,,20,1,Knuckle Curve,2,0,0,2,0,2,0,2,Standard,Standard,52,0.0,-0.041,,,,0.041,,2,-2,0.762,0.238,31,33,31,34,2,1,5,1,6,1,4.52,-1.23,1.23,21.6
SI,2024-09-23,91.5,-1.72,5.1,"Nola, Aaron",676679,605400,field_out,hit_into_play,,,,,11,"Luis Vazquez grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CHC,X,5.0,ground_ball,1,1,2024,-1.38,0.69,-0.9,2.76,,,,1,3,Top,99.78,175.18,,,,,5.124684793131131,-133.24872073422284,-1.5548629784324075,-17.552351128666395,28.274489865866972,-23.83091205847266,3.37,1.53,3.0,60.1,-41.0,92.5,2182,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.69,0.171,0.154,0.0,1.0,0.0,0.0,2.0,19,3,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,225,0.017,-0.243,71.3,6.8,0.172,0.243,88.0,2,-2,0.745,0.255,31,24,31,25,1,0,5,2,6,6,2.03,1.38,1.38,18.9
KC,2024-09-23,78.4,-1.64,5.22,"Nola, Aaron",676679,605400,,swinging_strike,,,,,8,"Luis Vazquez grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CHC,S,,,1,0,2024,1.27,-0.82,0.0,1.79,,,,1,3,Top,,,,,,,1.2121353396993595,-114.1228678735232,0.9925496648499396,10.879488877399574,21.778851875511503,-39.7313164911566,3.37,1.53,,,,78.9,2596,6.7,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.77,,,,,,,,19,2,Knuckle Curve,2,0,0,2,0,2,0,2,Standard,Standard,58,0.0,-0.051,75.3,8.5,,0.051,,2,-2,0.745,0.255,31,24,31,25,1,0,5,2,6,6,4.54,-1.27,-1.27,21.9
FF,2024-09-23,91.7,-1.58,5.19,"Nola, Aaron",676679,605400,,ball,,,,,12,"Luis Vazquez grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CHC,B,,,0,0,2024,-0.58,1.29,0.37,3.8,,,,1,3,Top,,,,,,,6.263102072764174,-133.52504057513428,-0.4451581622330123,-8.287516489373786,27.642204624329448,-16.866226437640343,3.49,1.64,,,,92.9,2217,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.65,,,,,,,,19,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,224,0.0,0.039,,,,-0.039,,2,-2,0.745,0.255,31,24,31,25,1,0,5,2,6,6,1.41,0.58,0.58,20.7
KC,2024-09-23,78.0,-1.64,5.23,"Nola, Aaron",542194,605400,strikeout,swinging_strike,,,,,5,Christian Bethancourt strikes out swinging.,R,R,R,PHI,CHC,S,2.0,,2,2,2024,1.28,-0.88,-0.24,2.33,,,,0,3,Top,,,,,,,0.6568038066470601,-113.6001589699198,2.343738228595418,10.908778680410832,21.81438293051182,-40.466963559497714,3.5,1.72,,,,78.9,2547,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.53,,0.0,0.0,1.0,0.0,0.0,,18,8,Knuckle Curve,2,0,0,2,0,2,0,2,Standard,Standard,57,0.024,-0.227,71.7,7.8,,0.227,,2,-2,0.721,0.279,31,32,31,33,1,0,5,3,6,6,4.64,-1.28,-1.28,22.9
KC,2024-09-23,78.5,-1.65,5.17,"Nola, Aaron",542194,605400,,foul,,,,,5,Christian Bethancourt strikes out swinging.,R,R,R,PHI,CHC,S,,,2,2,2024,1.48,-0.87,0.12,2.33,,,,0,3,Top,,,,,,,1.0832116754512595,-114.28960925288324,2.341972484808433,12.781617704539562,21.46264971731244,-40.47445237003042,3.5,1.72,3.0,74.0,-43.0,79.3,2521,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.66,,,,,,,,18,7,Knuckle Curve,2,0,0,2,0,2,0,2,Standard,Standard,60,0.0,0.0,73.1,7.3,,0.0,88.0,2,-2,0.721,0.279,31,32,31,33,1,0,5,3,6,6,4.57,-1.48,-1.48,22.0
KC,2024-09-23,77.8,-1.55,5.2,"Nola, Aaron",542194,605400,,ball,,,,,14,Christian Bethancourt strikes out swinging.,R,R,R,PHI,CHC,B,,,1,2,2024,1.42,-0.92,1.57,-0.21,,,,0,3,Top,,,,,,,4.1252370449523905,-113.26105215927946,-2.9880794478841506,11.368311361005162,21.70153412950677,-39.755118369908274,3.5,1.71,,,,78.3,2601,6.7,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.76,,,,,,,,18,6,Knuckle Curve,2,0,0,2,0,2,0,2,Standard,Standard,55,0.0,0.04,,,,-0.04,,2,-2,0.721,0.279,31,32,31,33,1,0,5,3,6,6,4.7,-1.42,-1.42,20.8
FF,2024-09-23,91.3,-1.66,5.22,"Nola, Aaron",542194,605400,,foul,,,,,11,Christian Bethancourt strikes out swinging.,R,R,R,PHI,CHC,S,,,1,2,2024,-0.96,1.23,-0.88,4.04,,,,0,3,Top,,,,,,,4.098129001699525,-132.88827399809634,0.2743522451759618,-12.260339640762052,28.576526717164587,-17.92151238349889,3.5,1.72,194.0,74.2,62.0,92.4,2068,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.58,,,,,,,,18,5,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,227,0.0,0.0,67.5,6.9,,0.0,88.0,2,-2,0.721,0.279,31,32,31,33,1,0,5,3,6,6,1.51,0.96,0.96,20.7
FC,2024-09-23,87.5,-1.68,5.16,"Nola, Aaron",542194,605400,,foul,,,,,14,Christian Bethancourt strikes out swinging.,R,R,R,PHI,CHC,S,,,1,2,2024,0.09,0.71,1.34,2.21,,,,0,3,Top,,,,,,,7.176150413900235,-127.3526192581424,-2.5168346002105912,-0.2943251011125156,23.68662781055037,-24.08596674578906,3.5,1.72,4.0,71.9,-30.0,89.1,2183,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.47,,,,,,,,18,4,Cutter,2,0,0,2,0,2,0,2,Standard,Standard,216,0.0,0.0,67.0,7.0,,0.0,88.0,2,-2,0.721,0.279,31,32,31,33,1,0,5,3,6,6,2.24,-0.09,-0.09,18.7
KC,2024-09-23,77.5,-1.69,5.12,"Nola, Aaron",542194,605400,,ball,,,,,14,Christian Bethancourt strikes out swinging.,R,R,R,PHI,CHC,B,,,0,2,2024,1.45,-1.02,1.77,0.07,,,,0,3,Top,,,,,,,4.758253673170689,-112.755395514018,-1.9451466390008345,11.342390099938624,22.07529398517628,-40.657235472723194,3.5,1.73,,,,77.7,2616,6.6,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.87,,,,,,,,18,3,Knuckle Curve,2,0,0,2,0,2,0,2,Standard,Standard,54,0.0,0.023,,,,-0.023,,2,-2,0.721,0.279,31,32,31,33,1,0,5,3,6,6,4.84,-1.45,-1.45,18.8
KC,2024-09-23,79.0,-1.56,5.21,"Nola, Aaron",542194,605400,,swinging_strike,,,,,14,Christian Bethancourt strikes out swinging.,R,R,R,PHI,CHC,S,,,0,1,2024,1.17,-0.93,1.37,0.6,,,,0,3,Top,,,,,,,4.216265505632431,-115.03858314061632,-1.458837784980507,9.533020582759702,22.9596905986,-40.30714729721751,3.5,1.72,,,,79.3,2546,6.7,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.85,,,,,,,,18,2,Knuckle Curve,2,0,0,2,0,2,0,2,Standard,Standard,58,0.0,-0.054,52.1,8.7,,0.054,,2,-2,0.721,0.279,31,32,31,33,1,0,5,3,6,6,4.6,-1.17,-1.17,21.1
FF,2024-09-23,92.2,-1.67,5.16,"Nola, Aaron",542194,605400,,foul,,,,,14,Christian Bethancourt strikes out swinging.,R,R,R,PHI,CHC,S,,,0,0,2024,-0.92,1.4,1.21,2.55,,,,0,3,Top,,,,,,,9.414250101462692,-134.00818697436378,-3.8738131579416737,-13.128928636548718,28.738032737423428,-14.67802168676821,3.5,1.72,,,,93.3,2269,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.52,,,,,,,,18,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,230,0.0,-0.037,72.3,8.1,,0.037,,2,-2,0.721,0.279,31,32,31,33,1,0,5,3,6,6,1.29,0.92,0.92,19.1
CH,2024-09-23,87.4,-1.74,5.04,"Nola, Aaron",691718,605400,field_out,hit_into_play,,,,,9,Pete Crow-Armstrong lines out to right fielder Nick Castellanos.,R,L,R,PHI,CHC,X,9.0,line_drive,1,0,2024,-1.26,0.67,0.36,1.4,,,663538.0,2,2,Top,194.2,110.27,,,,,7.76074815476353,-127.08335134011207,-4.030749583345066,-15.21607621839589,26.753000597890527,-24.2737030826916,3.31,1.52,277.0,98.3,16.0,88.5,1720,7.1,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.4,0.623,0.651,0.0,1.0,0.0,0.0,4.0,12,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,243,0.024,-0.304,73.1,7.9,0.891,0.304,98.3,0,0,0.526,0.474,31,22,31,22,1,0,5,1,6,1,2.33,1.26,-1.26,18.5
FF,2024-09-23,90.9,-1.81,5.17,"Nola, Aaron",691718,605400,,ball,,,,,11,Pete Crow-Armstrong lines out to right fielder Nick Castellanos.,R,L,R,PHI,CHC,B,,,0,0,2024,-1.05,1.21,-1.6,3.18,,,663538.0,2,2,Top,,,,,,,2.8044203999837043,-132.403322589113,-1.6502372768101274,-12.903353255416372,30.282006093906897,-17.82130434855801,3.52,1.69,,,,91.5,2227,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.73,,,,,,,,12,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,230,0.0,0.034,,,,-0.034,,0,0,0.526,0.474,31,22,31,22,1,0,5,1,6,1,1.56,1.05,-1.05,19.6
KC,2024-09-23,78.4,-1.69,5.18,"Nola, Aaron",663538,605400,force_out,hit_into_play,,,,,13,"Nico Hoerner grounds into a force out, pitcher Aaron Nola to second baseman Bryson Stott. Isaac Paredes out at 2nd. Nico Hoerner to 1st.",R,R,R,PHI,CHC,X,1.0,ground_ball,1,1,2024,1.28,-1.06,-0.17,0.99,,,670623.0,1,2,Top,127.56,183.33,,,,,0.9244464717491075,-114.1615340662396,-0.2044652663562716,10.96804889911366,21.843795439259917,-41.64063102513491,3.29,1.58,1.0,57.8,-45.0,78.7,2624,6.5,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.96,0.214,0.238,0.0,1.0,0.0,0.0,1.0,11,3,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,56,0.029,-0.303,72.3,8.3,0.214,0.303,88.0,0,0,0.497,0.503,31,27,31,27,1,0,5,2,6,1,4.78,-1.28,-1.28,20.8
SI,2024-09-23,92.1,-1.72,5.09,"Nola, Aaron",663538,605400,,called_strike,,,,,6,"Nico Hoerner grounds into a force out, pitcher Aaron Nola to second baseman Bryson Stott. Isaac Paredes out at 2nd. Nico Hoerner to 1st.",R,R,R,PHI,CHC,S,,,1,0,2024,-1.29,0.81,0.31,2.15,,,670623.0,1,2,Top,,,,,,,8.078183243104794,-133.80586324224765,-3.42108558428423,-17.29504718408059,29.240710502835235,-21.84052224323676,3.29,1.56,,,,93.1,2215,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.51,,,,,,,,11,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,231,0.0,-0.047,,,,0.047,,0,0,0.497,0.503,31,27,31,27,1,0,5,2,6,1,1.88,1.29,1.29,18.9
FC,2024-09-23,87.6,-1.64,5.09,"Nola, Aaron",663538,605400,,ball,,,,,14,"Nico Hoerner grounds into a force out, pitcher Aaron Nola to second baseman Bryson Stott. Isaac Paredes out at 2nd. Nico Hoerner to 1st.",R,R,R,PHI,CHC,B,,,0,0,2024,-0.02,0.76,1.84,1.11,,,670623.0,1,2,Top,,,,,,,8.507456236296424,-127.31903717573734,-5.1361459191242425,-1.7312270823791214,23.290748203776147,-23.081793808517062,3.29,1.66,,,,88.8,2274,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.66,,,,,,,,11,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,225,0.0,0.036,,,,-0.036,,0,0,0.497,0.503,31,27,31,27,1,0,5,2,6,1,2.19,0.02,0.02,18.5
SI,2024-09-23,91.6,-1.65,5.0,"Nola, Aaron",670623,605400,single,hit_into_play,,,,,13,Isaac Paredes singles on a ground ball to center fielder Johan Rojas.,R,R,R,PHI,CHC,X,8.0,ground_ball,0,1,2024,-1.35,0.76,-0.04,1.27,,,,1,2,Top,119.27,99.27,,,,,7.067133734063429,-133.15268926662836,-5.247851577528639,-17.569415113962403,27.869563169485513,-22.202635766064596,3.2,1.56,28.0,98.5,-1.0,92.7,2255,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.55,0.394,0.328,0.9,1.0,1.0,0.0,2.0,10,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,232,-0.026,0.458,72.3,8.0,0.427,-0.458,98.5,0,0,0.523,0.477,31,25,31,25,1,0,5,1,6,1,1.96,1.35,1.35,18.7
FF,2024-09-23,93.3,-1.76,5.15,"Nola, Aaron",670623,605400,,called_strike,,,,,12,Isaac Paredes singles on a ground ball to center fielder Johan Rojas.,R,R,R,PHI,CHC,S,,,0,0,2024,-0.97,1.36,1.01,2.4,,,,1,2,Top,,,,,,,9.372804984033293,-135.48154150408652,-4.2930153489878045,-14.036397108564843,31.095513624720866,-14.640608021930008,3.2,1.44,,,,94.1,2331,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.52,,,,,,,,10,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,230,0.0,-0.037,,,,0.037,,0,0,0.523,0.477,31,25,31,25,1,0,5,1,6,1,1.28,0.97,0.97,22.7
KC,2024-09-23,76.7,-1.81,5.13,"Nola, Aaron",641355,605400,strikeout,swinging_strike_blocked,,,,,13,Cody Bellinger strikes out swinging.,R,L,R,PHI,CHC,S,2.0,,0,2,2024,1.58,-0.85,-0.42,0.45,,,,0,2,Top,,,,,,,0.0762286464682399,-111.7618306088072,-1.339945704768037,13.15379574739103,21.300339142535627,-39.21851908093918,3.68,1.74,,,,76.7,2568,6.4,745527,592663,547180,681082,664761,607208,669016,679032,592206,54.14,,0.0,0.0,1.0,0.0,0.0,,9,3,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,57,0.023,-0.163,66.4,8.3,,0.163,,0,0,0.5,0.5,31,28,31,29,1,0,5,2,6,1,4.73,-1.58,1.58,19.0
KC,2024-09-23,78.2,-1.8,5.23,"Nola, Aaron",641355,605400,,called_strike,,,,,13,Cody Bellinger strikes out swinging.,R,L,R,PHI,CHC,S,,,0,1,2024,1.2,-0.93,-0.87,2.29,,,,0,2,Top,,,,,,,-0.1959466568427499,-113.81665784299264,2.2528755879305455,10.476428252638197,21.38312906546069,-40.918413605345016,3.68,1.78,,,,78.2,2605,6.4,745527,592663,547180,681082,664761,607208,669016,679032,592206,54.14,,,,,,,,9,2,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,57,0.0,-0.054,,,,0.054,,0,0,0.5,0.5,31,28,31,29,1,0,5,2,6,1,4.67,-1.2,1.2,22.1
CH,2024-09-23,86.1,-1.73,5.09,"Nola, Aaron",641355,605400,,called_strike,,,,,9,Cody Bellinger strikes out swinging.,R,L,R,PHI,CHC,S,,,0,0,2024,-1.09,0.69,0.4,1.73,,,,0,2,Top,,,,,,,7.353597060099053,-125.12342008738014,-3.10845726796695,-12.935232664412306,26.122521951067256,-24.538006389098857,3.84,1.76,,,,86.8,1820,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.59,,,,,,,,9,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,248,0.0,-0.037,,,,0.037,,0,0,0.5,0.5,31,28,31,29,1,0,5,2,6,1,2.41,1.09,-1.09,15.6
FF,2024-09-23,92.8,-1.64,5.24,"Nola, Aaron",641355,605400,truncated_pa,called_strike,,,,,6,"Mike Tauchman caught stealing 2nd base, catcher J. T. Realmuto to shortstop Trea Turner.",R,L,R,PHI,CHC,S,2.0,,0,0,2024,-0.91,1.24,0.45,2.93,,,643565.0,2,1,Top,,,,,,,7.432105265860235,-134.89695348822536,-2.828728308353492,-12.765276422502671,29.36169582722716,-16.663613137091435,3.91,1.78,,,,93.7,2241,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.6,,,0.0,0.0,0.0,0.0,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,224,0.022,-0.271,,,,0.271,,0,0,0.525,0.475,31,28,31,29,1,0,5,2,6,1,1.42,0.91,-0.91,23.3
KC,2024-09-23,77.9,-1.75,5.21,"Nola, Aaron",673548,605400,field_out,hit_into_play,,,,,9,Seiya Suzuki flies out to right fielder Nick Castellanos.,R,R,R,PHI,CHC,X,9.0,fly_ball,2,2,2024,1.4,-0.88,0.76,1.81,,,643565.0,1,1,Top,176.67,71.28,,,,,2.845762002973467,-113.2543337874315,1.359980064460978,11.25203542336417,24.12309668925791,-40.19882302511419,3.16,1.47,341.0,98.4,24.0,77.8,2580,6.7,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.82,0.317,0.456,0.0,1.0,0.0,0.0,5.0,3,5,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,54,0.028,-0.233,74.2,7.2,0.803,0.233,98.4,0,0,0.497,0.503,31,29,31,30,1,0,5,1,6,1,4.7,-1.4,-1.4,25.2
FF,2024-09-23,92.0,-1.63,5.23,"Nola, Aaron",673548,605400,,ball,,,,,11,Seiya Suzuki flies out to right fielder Nick Castellanos.,R,R,R,PHI,CHC,B,,,1,2,2024,-0.98,1.13,-0.39,3.84,,,643565.0,1,1,Top,,,,,,,5.3111708884142175,-133.84573555885189,-0.0983361941496392,-12.874586657781752,29.425595406514695,-18.83024345473924,3.37,1.49,,,,92.8,2249,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.67,,,,,,,,3,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,222,0.0,0.048,,,,-0.048,,0,0,0.497,0.503,31,29,31,30,1,0,5,1,6,1,1.57,0.98,0.98,20.2
SI,2024-09-23,91.3,-1.61,5.09,"Nola, Aaron",673548,605400,,called_strike,,,,,9,Seiya Suzuki flies out to right fielder Nick Castellanos.,R,R,R,PHI,CHC,S,,,1,1,2024,-1.19,0.75,0.65,1.9,,,643565.0,1,1,Top,,,,,,,8.324721428327063,-132.6158784761522,-3.7538168844491495,-15.807789988100277,29.028621078467683,-22.699418601674456,3.22,1.44,,,,92.2,2185,7.0,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.54,,,,,,,,3,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,228,0.0,-0.059,,,,0.059,,0,0,0.497,0.503,31,29,31,30,1,0,5,1,6,1,2.0,1.19,1.19,21.6
FC,2024-09-23,87.4,-1.67,5.16,"Nola, Aaron",673548,605400,,ball,,,,,14,Seiya Suzuki flies out to right fielder Nick Castellanos.,R,R,R,PHI,CHC,B,,,0,1,2024,-0.12,0.58,1.54,1.23,,,643565.0,1,1,Top,,,,,,,8.044940084602947,-126.98975762892287,-4.507388003512232,-3.01134874804475,27.470865071326347,-25.163547558415637,3.27,1.44,,,,88.1,2135,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.56,,,,,,,,3,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,225,0.0,0.029,,,,-0.029,,0,0,0.497,0.503,31,29,31,30,1,0,5,1,6,1,2.43,0.12,0.12,20.4
SI,2024-09-23,90.2,-1.75,5.11,"Nola, Aaron",673548,605400,,foul,,,,,5,Seiya Suzuki flies out to right fielder Nick Castellanos.,R,R,R,PHI,CHC,S,,,0,0,2024,-1.51,0.7,-0.21,2.14,,,643565.0,1,1,Top,,,,,,,7.095127802469117,-131.09947410846,-2.862112329057397,-18.898923128513633,31.016075540530593,-23.755154522376383,3.16,1.47,159.0,75.2,65.0,90.5,2144,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.68,,,,,,,,3,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,230,0.0,-0.04,73.5,7.0,,0.04,88.0,0,0,0.497,0.503,31,29,31,30,1,0,5,1,6,1,2.14,1.51,1.51,21.0
SI,2024-09-23,92.2,-1.64,5.14,"Nola, Aaron",683737,605400,strikeout,called_strike,,,,,3,Michael Busch called out on strikes.,R,L,R,PHI,CHC,S,2.0,,1,2,2024,-1.22,0.65,0.45,3.3,,,643565.0,0,1,Top,,,,,,,8.031354671724909,-134.09532881814667,-0.2706309957522515,-16.380587499267637,28.034119458040426,-24.510410405402308,3.27,1.61,,,,93.3,2248,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.6,,0.0,0.0,1.0,0.0,0.0,,2,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,228,0.033,-0.184,,,,0.184,,0,0,0.464,0.536,31,26,31,27,1,0,5,1,6,1,2.03,1.22,-1.22,21.3
FF,2024-09-23,92.5,-1.71,5.22,"Nola, Aaron",683737,605400,,ball,,,,,11,Michael Busch called out on strikes.,R,L,R,PHI,CHC,B,,,0,2,2024,-0.96,1.21,-1.07,4.1,,,643565.0,0,1,Top,,,,,,,3.77056079443538,-134.62157859399224,0.3315293178058894,-12.466128137586267,29.764912887664018,-17.822343148725796,3.25,1.56,,,,93.4,2241,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.65,,,,,,,,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,228,0.0,0.033,,,,-0.033,,0,0,0.464,0.536,31,26,31,27,1,0,5,1,6,1,1.46,0.96,-0.96,21.2
KC,2024-09-23,78.5,-1.74,5.2,"Nola, Aaron",683737,605400,,called_strike,,,,,4,Michael Busch called out on strikes.,R,L,R,PHI,CHC,S,,,0,1,2024,1.27,-0.96,-0.74,2.15,,,643565.0,0,1,Top,,,,,,,-0.1859616112267109,-114.3205717258178,2.063235181522015,11.125745321113929,21.721634590368364,-41.21051482192065,3.17,1.49,,,,78.7,2599,6.5,745527,592663,547180,681082,664761,607208,669016,679032,592206,54.04,,,,,,,,2,2,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,57,0.0,-0.048,,,,0.048,,0,0,0.464,0.536,31,26,31,27,1,0,5,1,6,1,4.66,-1.27,1.27,19.7
KC,2024-09-23,77.3,-1.72,5.25,"Nola, Aaron",683737,605400,,called_strike,,,,,7,Michael Busch called out on strikes.,R,L,R,PHI,CHC,S,,,0,0,2024,1.24,-0.96,-0.54,1.54,,,643565.0,0,1,Top,,,,,,,0.2454233423891616,-112.63701586821,0.8070401020949292,10.489147624949393,20.778089482107095,-40.70688856472297,3.27,1.49,,,,77.8,2578,6.6,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.9,,,,,,,,2,1,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,55,0.0,-0.042,,,,0.042,,0,0,0.464,0.536,31,26,31,27,1,0,5,1,6,1,4.77,-1.24,1.24,23.5
KC,2024-09-23,77.6,-1.74,5.24,"Nola, Aaron",643565,605400,walk,ball,,,,,11,Mike Tauchman walks.,R,L,R,PHI,CHC,B,,,3,2,2024,1.35,-0.99,-1.74,2.78,,,,0,1,Top,,,,,,,-2.489257501264789,-112.88648165045714,3.5147406130432137,11.952971854576662,21.362290519383667,-41.46636864753885,3.67,1.64,,,,77.8,2509,6.5,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.98,,0.689131,0.7,1.0,0.0,0.0,,1,6,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,58,-0.036,0.371,,,,-0.371,,0,0,0.5,0.5,31,33,31,34,1,0,5,1,6,1,4.78,-1.35,1.35,23.1
FF,2024-09-23,92.7,-1.73,5.14,"Nola, Aaron",643565,605400,,foul,,,,,7,Mike Tauchman walks.,R,L,R,PHI,CHC,S,,,3,1,2024,-1.03,1.23,-0.53,2.17,,,,0,1,Top,,,,,,,5.385416927303648,-134.89106422974788,-4.525700636123461,-13.73920955977368,29.797543355562425,-16.425753909097956,3.46,1.65,254.0,88.7,51.0,93.8,2304,6.9,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.55,,,,,,,,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,233,0.0,-0.085,72.0,7.3,,0.085,88.7,0,0,0.5,0.5,31,33,31,34,1,0,5,1,6,1,1.43,1.03,-1.03,22.1
SI,2024-09-23,91.5,-1.81,5.12,"Nola, Aaron",643565,605400,,ball,,,,,11,Mike Tauchman walks.,R,L,R,PHI,CHC,B,,,2,1,2024,-1.36,0.64,-1.15,3.09,,,,0,1,Top,,,,,,,4.679105590588925,-133.20528237742803,-0.604219747426594,-17.243589251120422,29.87460624730941,-24.659543888239757,3.62,1.66,,,,92.3,2125,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.68,,,,,,,,1,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,230,0.0,0.122,,,,-0.122,,0,0,0.5,0.5,31,33,31,34,1,0,5,1,6,1,2.09,1.36,-1.36,19.7
FF,2024-09-23,92.0,-1.76,5.24,"Nola, Aaron",643565,605400,,ball,,,,,2,Mike Tauchman walks.,R,L,R,PHI,CHC,B,,,1,1,2024,-0.98,1.13,-0.09,3.76,,,,0,1,Top,,,,,,,6.439541623622952,-133.9540765468946,-0.3943635097862559,-13.1880079083788,27.92447337416141,-18.64677845980451,3.67,1.78,,,,93.0,2206,6.8,745527,592663,547180,681082,664761,607208,669016,679032,592206,53.72,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,228,0.0,0.053,,,,-0.053,,0,0,0.5,0.5,31,33,31,34,1,0,5,1,6,1,1.55,0.98,-0.98,20.0
